2023-09-10T07:08:58+00:00 INFO Start-Cartflows_Admin_Report_Emails::send_weekly_report_email
2023-09-10T07:08:58+00:00 INFO Send weekly emails to eeyad334@gmail.com
2023-09-10T07:08:58+00:00 INFO Total Revenue: 0.00
2023-09-10T07:09:04+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:09:05+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:09:26+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:10:41+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:12:41+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:12:43+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:12:43+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:14:42+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:16:43+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:16:45+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:18:44+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:18:46+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:20:45+00:00 INFO Is weekly report enabled: enable
2023-09-10T07:20:47+00:00 INFO Is weekly report enabled: enable
2023-09-10T08:32:14+00:00 INFO Is weekly report enabled: enable
2023-09-10T08:32:17+00:00 INFO Is weekly report enabled: enable
2023-09-10T09:49:10+00:00 INFO Is weekly report enabled: enable
2023-09-10T09:51:20+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:03:57+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:16+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:22+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:22+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:32+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:37+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:47+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:04:51+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:05:07+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:05:09+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:05:10+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:05:27+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:05:30+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:05:57+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:17+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:21+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:22+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:26+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:35+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:50+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:07:58+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:08:04+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:08:05+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:08:06+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:08:07+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:08:09+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:08:21+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:09:51+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:09:54+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:09:55+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:09:59+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:10:00+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:10:10+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:10:15+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:10:24+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:10:42+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:11:31+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:11:31+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:11:37+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:11:39+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:11:44+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:12:00+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:51:40+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:51:42+00:00 INFO Is weekly report enabled: enable
2023-09-10T11:51:48+00:00 INFO Is weekly report enabled: enable
